,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,receivedx,Team_y,receivedy
21,"Jun. 27, 2015","Anaheim Ducks Acquire:Carl Hagelin · $4,000,000$4,000,000$5,000,0002015 6th round pick (NYR - #179 - Garrett Metcalf)2015 2nd round pick (NYR - #59 - Julius Nattinen)Sum: $4,000,000$4,000,000$5,000,000Change: +$3,149,500Change: +$3,149,500Change: +$4,149,500","New York Rangers Acquire:Emerson Etem · $850,500$850,500$850,5002015 2nd round pick (FLA - #41 - Ryan Gropp)Sum: $850,500$850,500$850,500Change: -$3,149,500Change: -$3,149,500Change: -$4,149,500",Anaheim Ducks ,Carl Hagelin,New York Rangers ,Emerson Etem
22,"Jun. 27, 2015","Dallas Stars Acquire:Antti Niemi · $0$0$4,500,000Sum: $0$0$4,500,000Change: $0Change: $0Change: +$4,500,000","San Jose Sharks Acquire:2015 7th round pick (DAL - #193 - John Kupsky)Sum: $0$0$0Change: $0Change: $0Change: -$4,500,000",Dallas Stars ,Antti Niemi,San Jose Sharks ,2015 7th round pick (DAL - #193 - John Kupsky)
23,"Jun. 27, 2015",New Jersey Devils Acquire:2015 2nd round pick (DAL - #42 - Mackenzie Blackwood)2016 3rd round pick (OTT - #73 - Joey Anderson)Sum: $0$0$0Change: $0Change: $0Change: $0,Ottawa Senators Acquire:2015 2nd round pick (NJD - #36 - Gabriel Gagné)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils ,2015 2nd round pick (DAL - #42 - Mackenzie Blackwood)2016 3rd round pick (OTT - #73 - Joey Anderson),Ottawa Senators ,2015 2nd round pick (NJD - #36 - Gabriel Gagné)
24,"Jun. 27, 2015",Colorado Avalanche Acquire:2015 2nd round pick (SJS - #39 - AJ Greer)2016 2nd round pick (COL - #40 - Cameron Morrison)2017 6th round pick (COL - #156 - Denis Smirnov)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2015 2nd round pick (BUF - #31 - Jérémy Roy)Sum: $0$0$0Change: $0Change: $0Change: $0,Colorado Avalanche ,2015 2nd round pick (SJS - #39 - AJ Greer)2016 2nd round pick (COL - #40 - Cameron Morrison)2017 6th round pick (COL - #156 - Denis Smirnov),San Jose Sharks ,2015 2nd round pick (BUF - #31 - Jérémy Roy)
25,"Jun. 27, 2015","Carolina Hurricanes Acquire:Eddie Läck · $1,150,000$1,150,000$1,300,000Sum: $1,150,000$1,150,000$1,300,000Change: +$1,150,000Change: +$1,150,000Change: +$1,300,000","Vancouver Canucks Acquire:2015 3rd round pick (CAR - #66 - Guillaume Brisebois)2016 7th round pick (CAR - #194 - Brett McKenzie)Sum: $0$0$0Change: -$1,150,000Change: -$1,150,000Change: -$1,300,000",Carolina Hurricanes ,Eddie Läck,Vancouver Canucks ,2015 3rd round pick (CAR - #66 - Guillaume Brisebois)2016 7th round pick (CAR - #194 - Brett McKenzie)
26,"Jun. 26, 2015",Columbus Blue Jackets Acquire:2015 1st round pick (TBL - #29 - Gabriel Carlsson)Sum: $0$0$0Change: $0Change: $0Change: $0,Toronto Maple Leafs Acquire:2015 2nd round pick (TOR - #34 - Travis Dermott)2015 3rd round pick (PHI - #68 - Martins Dzierkals)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets ,2015 1st round pick (TBL - #29 - Gabriel Carlsson),Toronto Maple Leafs ,2015 2nd round pick (TOR - #34 - Travis Dermott)2015 3rd round pick (PHI - #68 - Martins Dzierkals)
27,"Jun. 26, 2015",New York Islanders Acquire:2015 1st round pick (NYR - #28 - Anthony Beauvillier)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2015 2nd round pick (EDM - #33 - Mitchell Stephens)2015 3rd round pick (FLA - #72 - Anthony Cirelli)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Islanders ,2015 1st round pick (NYR - #28 - Anthony Beauvillier),Tampa Bay Lightning ,2015 2nd round pick (EDM - #33 - Mitchell Stephens)2015 3rd round pick (FLA - #72 - Anthony Cirelli)
28,"Jun. 26, 2015",Philadelphia Flyers Acquire:2015 1st round pick (NSH - #24 - Travis Konecny)Sum: $0$0$0Change: $0Change: $0Change: $0,Toronto Maple Leafs Acquire:2015 1st round pick (TBL - #29 - Gabriel Carlsson)2015 2nd round pick (CHI - #61 - Jeremy Bracco)Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers ,2015 1st round pick (NSH - #24 - Travis Konecny),Toronto Maple Leafs ,2015 1st round pick (TBL - #29 - Gabriel Carlsson)2015 2nd round pick (CHI - #61 - Jeremy Bracco)
29,"Jun. 26, 2015","Edmonton Oilers Acquire:Griffin Reinhart · $0$863,333$70,000 (AHL/JR)Sum: $0$863,333$70,000Change: $0Change: +$863,333Change: +$70,000","New York Islanders Acquire:2015 1st round pick (PIT - #16 - Mathew Barzal)2015 2nd round pick (EDM - #33 - Mitchell Stephens)Sum: $0$0$0Change: $0Change: -$863,333Change: -$70,000",Edmonton Oilers ,Griffin Reinhart,New York Islanders ,2015 1st round pick (PIT - #16 - Mathew Barzal)2015 2nd round pick (EDM - #33 - Mitchell Stephens)
30,"Jun. 26, 2015","Buffalo Sabres Acquire:Jamie McGinn · $2,950,000$2,950,000$3,000,000Ryan O'Reilly · $6,000,000$6,000,000$6,200,000Sum: $8,950,000$8,950,000$9,200,000Change: +$7,380,833Change: +$7,380,833Change: +$7,600,000","Colorado Avalanche Acquire:Mikhail Grigorenko · $675,000$675,000$675,000Nikita Zadorov · $894,167$894,167$925,000J.T. Compher · $0$0$02015 2nd round pick (BUF - #31 - Jérémy Roy)Sum: $1,569,167$1,569,167$1,600,000Change: -$7,380,833Change: -$7,380,833Change: -$7,600,000",Buffalo Sabres ,Jamie McGinn,Colorado Avalanche ,Mikhail Grigorenko
31,"Jun. 26, 2015","Boston Bruins Acquire:Martin Jones · $3,000,000$3,000,000$3,000,000Colin Miller · $602,500$602,500$620,0002015 1st round pick (LAK - #13 - Jakub Zboril)Sum: $3,602,500$3,602,500$3,620,000Change: +$352,500Change: +$352,500Change: +$99,167","Los Angeles Kings Acquire:Milan Lucic ($2,750,000 retained - 45.8%) · $3,250,000$3,250,000$3,520,833Sum: $3,250,000$3,250,000$3,520,833Change: -$352,500Change: -$352,500Change: -$99,167",Boston Bruins ,Martin Jones,Los Angeles Kings ,"Milan Lucic ($2,750,000 retained - 45.8%)"
32,"Jun. 26, 2015","Boston Bruins Acquire:2015 1st round pick (CGY - #15 - Zach Senyshyn)2015 2nd round pick (CGY - #45 - Jakob Forsbacka Karlsson)2015 2nd round pick (WSH - #52 - Jérémy Lauzon)Sum: $0$0$0Change: -$5,750,000Change: -$5,750,000Change: -$5,500,000","Calgary Flames Acquire:Dougie Hamilton · $5,750,000$5,750,000$5,500,000Sum: $5,750,000$5,750,000$5,500,000Change: +$5,750,000Change: +$5,750,000Change: +$5,500,000",Boston Bruins ,2015 1st round pick (CGY - #15 - Zach Senyshyn)2015 2nd round pick (CGY - #45 - Jakob Forsbacka Karlsson)2015 2nd round pick (WSH - #52 - Jérémy Lauzon),Calgary Flames ,Dougie Hamilton
33,"Jun. 26, 2015","Buffalo Sabres Acquire:David Legwand · $3,000,000$3,000,000$3,500,000Robin Lehner · $2,225,000$2,225,000$2,025,000Sum: $5,225,000$5,225,000$5,525,000Change: +$5,225,000Change: +$5,225,000Change: +$5,525,000","Ottawa Senators Acquire:2015 1st round pick (NYI - #21 - Colin White)Sum: $0$0$0Change: -$5,225,000Change: -$5,225,000Change: -$5,525,000",Buffalo Sabres ,David Legwand,Ottawa Senators ,2015 1st round pick (NYI - #21 - Colin White)
34,"Jun. 25, 2015","Boston Bruins Acquire:2016 6th round pick (BOS - #165 - Oskar Steen)Sum: $0$0$0Change: -$4,750,000Change: -$4,750,000Change: -$5,000,000","Colorado Avalanche Acquire:Carl Söderberg · $4,750,000$4,750,000$5,000,000Sum: $4,750,000$4,750,000$5,000,000Change: +$4,750,000Change: +$4,750,000Change: +$5,000,000",Boston Bruins ,2016 6th round pick (BOS - #165 - Oskar Steen),Colorado Avalanche ,Carl Söderberg
35,"Jun. 19, 2015","Florida Panthers Acquire:Greg McKegg · $0$700,000$82,500 (AHL/JR)Sum: $0$700,000$82,500Change: -$900,000Change: -$200,000Change: -$817,500","Toronto Maple Leafs Acquire:Zach Hyman · $900,000$900,000$900,0002017 7th round pick* *Conditional: Leafs receive pick if Hyman does not sign. Result: Hyman signed, Florida retains the 2017 7th round pick.Sum: $900,000$900,000$900,000Change: +$900,000Change: +$200,000Change: +$817,500",Florida Panthers ,Greg McKegg,Toronto Maple Leafs ,Zach Hyman
36,"Jun. 2, 2015",New Jersey Devils Acquire:John Hynes (Coach)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2016 3rd round pick (NJD - #72 - James Greenway)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils ,John Hynes (Coach)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins ,2016 3rd round pick (NJD - #72 - James Greenway)
37,"Jun. 1, 2015","New York Rangers Acquire:2015 7th round pick (NYR - #209 - Ziyat Paigin)Sum: $0$0$0Change: -$650,000Change: -$650,000Change: $0","Tampa Bay Lightning Acquire:Daniel Walcott · $650,000$650,000$625,000Sum: $650,000$650,000$625,000Change: +$650,000Change: +$650,000Change: +$625,000",New York Rangers ,2015 7th round pick (NYR - #209 - Ziyat Paigin),Tampa Bay Lightning ,Daniel Walcott
38,28-May-15,New Jersey Devils Acquire:2017 3rd round pick (SJS - #81 - Reilly Walsh)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:Peter DeBoer (Head Coach)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils ,2017 3rd round pick (SJS - #81 - Reilly Walsh),San Jose Sharks ,Peter DeBoer (Head Coach)Sum: $0$0$0Change: $0Change: $0Change: $0
39,28-May-15,Buffalo Sabres Acquire:Dan Bylsma (Head Coach)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2016 3rd round pick (VAN - #64 - William Lockwood) [Conditional]**Conditions: PIT will receive higher 2016 3rd round pick from VAN or NYISum: $0$0$0Change: $0Change: $0Change: $0,Buffalo Sabres ,Dan Bylsma (Head Coach)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins ,2016 3rd round pick (VAN - #64 - William Lockwood) [Conditional]**Conditions: PIT will receive higher 2016 3rd round pick from VAN or NYI
40,20-May-15,"Detroit Red Wings Acquire:2017 3rd round pick (TOR - #79 - Lane Zablocki) [Conditional]**Conditions: Detroit will receive a 3rd round pick in 2015, 2016 or 2017. Result: Detroit receives Toronto's 3rd round pick in 2017Sum: $0$0$0Change: $0Change: $0Change: $0",Toronto Maple Leafs Acquire:Mike Babcock · $0$0$0 (AHL/JR)(Head Coach)Sum: $0$0$0Change: $0Change: $0Change: $0,Detroit Red Wings ,"2017 3rd round pick (TOR - #79 - Lane Zablocki) [Conditional]**Conditions: Detroit will receive a 3rd round pick in 2015, 2016 or 2017. Result: Detroit receives Toronto's 3rd round pick in 2017",Toronto Maple Leafs ,Mike Babcock
41,"Apr. 24, 2015",Boston Bruins Acquire:2017 2nd round pick (EDM - #53 - Jack Studnicka)Sum: $0$0$0Change: $0Change: $0Change: $0,Edmonton Oilers Acquire:Peter Chiarelli (General Manager)Sum: $0$0$0Change: $0Change: $0Change: $0,Boston Bruins ,2017 2nd round pick (EDM - #53 - Jack Studnicka),Edmonton Oilers ,Peter Chiarelli (General Manager)Sum: $0$0$0Change: $0Change: $0Change: $0
42,"Mar. 2, 2015","St. Louis Blues Acquire:Olli Jokinen · $2,500,000$2,500,000$2,500,000Sum: $2,500,000$2,500,000$2,500,000Change: +$1,800,000Change: +$1,800,000Change: +$2,500,000","Toronto Maple Leafs Acquire:Joakim Lindstrom · $700,000$700,000$700,0002016 6th round pick (STL - #179 - Nicolas Mattinen)Sum: $700,000$700,000$700,000Change: -$1,800,000Change: -$1,800,000Change: +$700,000",St. Louis Blues ,Olli Jokinen,Toronto Maple Leafs ,Joakim Lindstrom
43,"Mar. 2, 2015","Boston Bruins Acquire:Brett Connolly · $850,500$850,500$850,500Sum: $850,500$850,500$850,500Change: +$850,500Change: +$850,500Change: +$850,500","Tampa Bay Lightning Acquire:2015 2nd round pick (BOS - #44 - Matthew Spencer)2016 2nd round pick (BOS - #44 - Boris Katchouk)Sum: $0$0$0Change: -$850,500Change: -$850,500Change: $0",Boston Bruins ,Brett Connolly,Tampa Bay Lightning ,2015 2nd round pick (BOS - #44 - Matthew Spencer)2016 2nd round pick (BOS - #44 - Boris Katchouk)
44,"Mar. 2, 2015","Arizona Coyotes Acquire:Anthony Duclair · $772,500$772,500$742,500John Moore · $850,500$850,500$850,5002016 1st round pick (NYR - #20 - Dennis Cholowski) [Conditional]*2015 2nd round pick (TBL - #60 - Oliver Kylington)*Conditions: Lottery protected in 2016, unprotected in 2017 Result: Arizona acquired 2016 1st round pick when New York made the PlayoffsSum: $1,623,000$1,623,000$1,593,000Change: -$1,602,000Change: -$1,602,000Change: -$1,732,000","New York Rangers Acquire:Chris Summers · $600,000$600,000$575,000Keith Yandle ($2,625,000 retained - 50%) · $2,625,000$2,625,000$2,750,0002016 4th round pick (ARI - #98 - Tarmo Reunanen)Sum: $3,225,000$3,225,000$3,325,000Change: +$1,602,000Change: +$1,602,000Change: +$1,732,000",Arizona Coyotes ,Anthony Duclair,New York Rangers ,Chris Summers
45,"Mar. 2, 2015","Buffalo Sabres Acquire:2017 2nd round pick (MIN - #54 - Ukko-Pekka Luukkonen)Sum: $0$0$0Change: -$2,075,000Change: -$2,075,000Change: -$2,100,000","Minnesota Wild Acquire:Chris Stewart ($2,075,000 retained - 50%) · $2,075,000$2,075,000$2,100,000Sum: $2,075,000$2,075,000$2,100,000Change: +$2,075,000Change: +$2,075,000Change: +$2,100,000",Buffalo Sabres ,2017 2nd round pick (MIN - #54 - Ukko-Pekka Luukkonen),Minnesota Wild ,"Chris Stewart ($2,075,000 retained - 50%)"
46,"Mar. 2, 2015","Calgary Flames Acquire:2015 2nd round pick (VAN - #53 - Rasmus Andersson)Sum: $0$0$0Change: -$894,167Change: -$894,167Change: -$832,500","Vancouver Canucks Acquire:Sven Baertschi · $894,167$894,167$832,500Sum: $894,167$894,167$832,500Change: +$894,167Change: +$894,167Change: +$832,500",Calgary Flames ,2015 2nd round pick (VAN - #53 - Rasmus Andersson),Vancouver Canucks ,Sven Baertschi
47,"Mar. 2, 2015","Anaheim Ducks Acquire:Korbinian Holzer · $0$787,500$850,000 (AHL/JR)Sum: $0$787,500$850,000Change: -$2,867,500Change: -$2,080,000Change: -$2,900,000","Toronto Maple Leafs Acquire:Eric Brewer · $2,867,500$2,867,500$3,750,0002016 5th round pick (ANA - #145 - Beck Malenstyn)Sum: $2,867,500$2,867,500$3,750,000Change: +$2,867,500Change: +$2,080,000Change: +$2,900,000",Anaheim Ducks ,Korbinian Holzer,Toronto Maple Leafs ,Eric Brewer
48,"Mar. 2, 2015","Buffalo Sabres Acquire:Jack Nevins · $0$645,000$645,000 (AHL/JR)2016 7th round pick (MTL - #190 - Vasili Glotov)Sum: $0$645,000$645,000Change: -$950,000Change: -$305,000Change: -$605,000","Montreal Canadiens Acquire:Torrey Mitchell ($950,000 retained - 50%) · $950,000$950,000$1,250,000Sum: $950,000$950,000$1,250,000Change: +$950,000Change: +$305,000Change: +$605,000",Buffalo Sabres ,Jack Nevins,Montreal Canadiens ,"Torrey Mitchell ($950,000 retained - 50%)"
49,"Mar. 2, 2015","Boston Bruins Acquire:Zack Phillips · $0$863,333$70,000 (AHL/JR)Sum: $0$863,333$70,000Change: $0Change: +$103,333Change: +$2,500","Minnesota Wild Acquire:Jared Knight · $0$760,000$67,500 (AHL/JR)Sum: $0$760,000$67,500Change: $0Change: -$103,333Change: -$2,500",Boston Bruins ,Zack Phillips,Minnesota Wild ,Jared Knight
50,"Mar. 2, 2015","Anaheim Ducks Acquire:Simon Despres · $900,000$900,000$900,000Sum: $900,000$900,000$900,000Change: -$200,000Change: -$200,000Change: -$200,000","Pittsburgh Penguins Acquire:Ben Lovejoy · $1,100,000$1,100,000$1,100,000Sum: $1,100,000$1,100,000$1,100,000Change: +$200,000Change: +$200,000Change: +$200,000",Anaheim Ducks ,Simon Despres,Pittsburgh Penguins ,Ben Lovejoy
