,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,receivedx,Team_y,receivedy
10,"Jun. 24, 2019","Dallas Stars Acquire:Ryan Hartman · $0$0$0 (Signing Rights)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: $0","Philadelphia Flyers Acquire:Tyler Pitlick · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$1,000,000Change: +$1,000,000Change: +$1,000,000",Dallas Stars ,Ryan Hartman,Philadelphia Flyers ,Tyler Pitlick
11,"Jun. 22, 2019","Nashville Predators Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$700,000Change: $0","New Jersey Devils Acquire:Adam Helewka · $0$700,000$70,000 (AHL/JR)Sum: $0$700,000$70,000Change: $0Change: +$700,000Change: +$70,000",Nashville Predators ,Future Considerations,New Jersey Devils ,Adam Helewka
12,"Jun. 22, 2019",Pittsburgh Penguins Acquire:2019 7th round pick (WSH - #211 - Santeri Airola)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2020 7th round pick (PIT - #201 - Adam Raska)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins ,2019 7th round pick (WSH - #211 - Santeri Airola),San Jose Sharks ,2020 7th round pick (PIT - #201 - Adam Raska)
13,"Jun. 22, 2019",St. Louis Blues Acquire:2019 7th round pick (TOR - #208 - Vadim Zherenko)Sum: $0$0$0Change: $0Change: $0Change: $0,Toronto Maple Leafs Acquire:2020 7th round pick (STL - #212 - Devon Levi)Sum: $0$0$0Change: $0Change: $0Change: $0,St. Louis Blues ,2019 7th round pick (TOR - #208 - Vadim Zherenko),Toronto Maple Leafs ,2020 7th round pick (STL - #212 - Devon Levi)
14,"Jun. 22, 2019",Montreal Canadiens Acquire:2019 7th round pick (MTL - #201 - Rafaël Harvey-Pinard)Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers Acquire:2020 7th round pick (MTL - #202 - Gunnarwolfe Fontaine)Sum: $0$0$0Change: $0Change: $0Change: $0,Montreal Canadiens ,2019 7th round pick (MTL - #201 - Rafaël Harvey-Pinard),Philadelphia Flyers ,2020 7th round pick (MTL - #202 - Gunnarwolfe Fontaine)
15,"Jun. 22, 2019",San Jose Sharks Acquire:2019 7th round pick (WSH - #211 - Santeri Airola)2020 7th round pick (WSH - #210 - Timofei Spitserov)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2019 5th round pick (SJS - #153 - Martin Hugo Has)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks ,2019 7th round pick (WSH - #211 - Santeri Airola)2020 7th round pick (WSH - #210 - Timofei Spitserov),Washington Capitals ,2019 5th round pick (SJS - #153 - Martin Hugo Has)
16,"Jun. 22, 2019",Buffalo Sabres Acquire:2019 5th round pick (CBJ - #143 - Filip Cederqvist)Sum: $0$0$0Change: $0Change: $0Change: $0,Detroit Red Wings Acquire:2019 6th round pick (TOR - #177 - Gustav Berglund)2019 7th round pick (BUF - #191 - Carter Gylander)Sum: $0$0$0Change: $0Change: $0Change: $0,Buffalo Sabres ,2019 5th round pick (CBJ - #143 - Filip Cederqvist),Detroit Red Wings ,2019 6th round pick (TOR - #177 - Gustav Berglund)2019 7th round pick (BUF - #191 - Carter Gylander)
17,"Jun. 22, 2019",Florida Panthers Acquire:2019 5th round pick (CHI - #136 - Henry Rybinski)Sum: $0$0$0Change: $0Change: $0Change: $0,Montreal Canadiens Acquire:2020 5th round pick (FLA - #136 - Jakub Dobes)Sum: $0$0$0Change: $0Change: $0Change: $0,Florida Panthers ,2019 5th round pick (CHI - #136 - Henry Rybinski),Montreal Canadiens ,2020 5th round pick (FLA - #136 - Jakub Dobes)
18,"Jun. 22, 2019",Montreal Canadiens Acquire:2020 4th round pick (SJS - #96 - Daniil Chechelev)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2019 4th round pick (MTL - #108 - Yegor Spiridonov)Sum: $0$0$0Change: $0Change: $0Change: $0,Montreal Canadiens ,2020 4th round pick (SJS - #96 - Daniil Chechelev),San Jose Sharks ,2019 4th round pick (MTL - #108 - Yegor Spiridonov)
19,"Jun. 22, 2019",Buffalo Sabres Acquire:2019 4th round pick (VAN - #102 - Aaron Huglen)Sum: $0$0$0Change: $0Change: $0Change: $0,Vancouver Canucks Acquire:2019 4th round pick (SJS - #122 - Ethan Keppen)2019 6th round pick (WPG - #175 - Karel Plasek)Sum: $0$0$0Change: $0Change: $0Change: $0,Buffalo Sabres ,2019 4th round pick (VAN - #102 - Aaron Huglen),Vancouver Canucks ,2019 4th round pick (SJS - #122 - Ethan Keppen)2019 6th round pick (WPG - #175 - Karel Plasek)
20,"Jun. 22, 2019",San Jose Sharks Acquire:Tom Pyatt · $0$0$0 (AHL/JR) (Signing Rights)2019 6th round pick (VAN - #164 - Timur Ibragimov)Sum: $0$0$0Change: $0Change: $0Change: $0,Vancouver Canucks Acquire:Francis Perron · $0$0$0 (AHL/JR) (Signing Rights)2019 7th round pick (SJS - #215 - Arvid Costmar)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks ,Tom Pyatt,Vancouver Canucks ,Francis Perron
21,"Jun. 22, 2019",New Jersey Devils Acquire:2019 4th round pick (WSH - #118 - Case McCarthy)2019 5th round pick (BUF - #129 - Arseni Gritsyuk)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2019 3rd round pick (SJS - #91 - Aliaksei Protas)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils ,2019 4th round pick (WSH - #118 - Case McCarthy)2019 5th round pick (BUF - #129 - Arseni Gritsyuk),Washington Capitals ,2019 3rd round pick (SJS - #91 - Aliaksei Protas)
22,"Jun. 22, 2019",Columbus Blue Jackets Acquire:2019 4th round pick (MIN - #104 - Eric Hjorth)2019 4th round pick (PIT - #114 - Dmitri Voronkov)Sum: $0$0$0Change: $0Change: $0Change: $0,Florida Panthers Acquire:2019 3rd round pick (CBJ - #81 - Cole Schwindt)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets ,2019 4th round pick (MIN - #104 - Eric Hjorth)2019 4th round pick (PIT - #114 - Dmitri Voronkov),Florida Panthers ,2019 3rd round pick (CBJ - #81 - Cole Schwindt)
23,"Jun. 22, 2019",Minnesota Wild Acquire:2019 3rd round pick (FLA - #75 - Adam Beckman)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2020 3rd round pick (MIN - #70 - Eemil Viro)Sum: $0$0$0Change: $0Change: $0Change: $0,Minnesota Wild ,2019 3rd round pick (FLA - #75 - Adam Beckman),Nashville Predators ,2020 3rd round pick (MIN - #70 - Eemil Viro)
24,"Jun. 22, 2019",Arizona Coyotes Acquire:2019 4th round pick (BUF - #98 - Matias Maccelli)2019 5th round pick (TBL - #151 - Aku Räty)2019 7th round pick (PIT - #207 - Valentin Nussbaumer)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2019 3rd round pick (CHI - #74 - Nathan Légaré)Sum: $0$0$0Change: $0Change: $0Change: $0,Arizona Coyotes ,2019 4th round pick (BUF - #98 - Matias Maccelli)2019 5th round pick (TBL - #151 - Aku Räty)2019 7th round pick (PIT - #207 - Valentin Nussbaumer),Pittsburgh Penguins ,2019 3rd round pick (CHI - #74 - Nathan Légaré)
25,"Jun. 22, 2019",Carolina Hurricanes Acquire:2019 3rd round pick (MIN - #73 - Patrik Puistola)2019 4th round pick (NYR - #99 - Cade Webber)Sum: $0$0$0Change: $0Change: $0Change: $0,Minnesota Wild Acquire:2019 2nd round pick (CAR - #59 - Hunter Jones)Sum: $0$0$0Change: $0Change: $0Change: $0,Carolina Hurricanes ,2019 3rd round pick (MIN - #73 - Patrik Puistola)2019 4th round pick (NYR - #99 - Cade Webber),Minnesota Wild ,2019 2nd round pick (CAR - #59 - Hunter Jones)
26,"Jun. 22, 2019",New Jersey Devils Acquire:2019 3rd round pick (SJS - #91 - Aliaksei Protas)2019 3rd round pick (WPG - #82 - Michael Vukojevic)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2019 2nd round pick (NSH - #55 - Dillon Hamaliuk)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils ,2019 3rd round pick (SJS - #91 - Aliaksei Protas)2019 3rd round pick (WPG - #82 - Michael Vukojevic),San Jose Sharks ,2019 2nd round pick (NSH - #55 - Dillon Hamaliuk)
27,"Jun. 22, 2019",Los Angeles Kings Acquire:2019 2nd round pick (CBJ - #50 - Samuel Fagemo)Sum: $0$0$0Change: $0Change: $0Change: $0,Montreal Canadiens Acquire:2019 3rd round pick (LAK - #64 - Mattias Norlinder)2019 5th round pick (LAK - #126 - Jacob LeGuerrier)Sum: $0$0$0Change: $0Change: $0Change: $0,Los Angeles Kings ,2019 2nd round pick (CBJ - #50 - Samuel Fagemo),Montreal Canadiens ,2019 3rd round pick (LAK - #64 - Mattias Norlinder)2019 5th round pick (LAK - #126 - Jacob LeGuerrier)
28,"Jun. 22, 2019","Tampa Bay Lightning Acquire:Marek Mazanec · $0$0$0 (AHL/JR) (Signing Rights)2019 3rd round pick (VAN - #71 - Hugo Alnefelt)2020 1st round pick (VAN - #20 - Shakir Mukhamadullin) [Conditional]**Conditions: If the Canucks do not make the playoffs in 2019-20, the 2020 1st round pick will transfer to a 2021 1st round pick instead. Result: Vancouver will transfer the 2020 1st round pick.Sum: $0$0$0Change: -$5,250,000Change: -$5,250,000Change: $0","Vancouver Canucks Acquire:J.T. Miller · $5,250,000$5,250,000$6,000,000Sum: $5,250,000$5,250,000$6,000,000Change: +$5,250,000Change: +$5,250,000Change: +$6,000,000",Tampa Bay Lightning ,Marek Mazanec,Vancouver Canucks ,J.T. Miller
29,"Jun. 22, 2019","Chicago Blackhawks Acquire:John Quenneville · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: -$750,000Change: -$750,000Change: $0","New Jersey Devils Acquire:John Hayden · $750,000$750,000$800,000Sum: $750,000$750,000$800,000Change: +$750,000Change: +$750,000Change: +$800,000",Chicago Blackhawks ,John Quenneville,New Jersey Devils ,John Hayden
30,"Jun. 22, 2019",San Jose Sharks Acquire:2019 3rd round pick (WPG - #82 - Michael Vukojevic)2019 2nd round pick (VGK - #48 - Artemi Kniazev)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2019 2nd round pick (PHI - #41 - Kaedan Korczak)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks ,2019 3rd round pick (WPG - #82 - Michael Vukojevic)2019 2nd round pick (VGK - #48 - Artemi Kniazev),Vegas Golden Knights ,2019 2nd round pick (PHI - #41 - Kaedan Korczak)
31,"Jun. 22, 2019",Carolina Hurricanes Acquire:2019 2nd round pick (FLA - #44 - Jamieson Rees)2019 3rd round pick (PIT - #83 - Anttoni Honka)Sum: $0$0$0Change: $0Change: $0Change: $0,Ottawa Senators Acquire:2019 2nd round pick (NYR - #37 - Mads Søgaard)Sum: $0$0$0Change: $0Change: $0Change: $0,Carolina Hurricanes ,2019 2nd round pick (FLA - #44 - Jamieson Rees)2019 3rd round pick (PIT - #83 - Anttoni Honka),Ottawa Senators ,2019 2nd round pick (NYR - #37 - Mads Søgaard)
32,"Jun. 22, 2019",Nashville Predators Acquire:2019 2nd round pick (ARI - #45 - Egor Afanasyev)2019 3rd round pick (NJD - #65 - Alexander Campbell)Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers Acquire:2019 2nd round pick (NJD - #34 - Bobby Brink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators ,2019 2nd round pick (ARI - #45 - Egor Afanasyev)2019 3rd round pick (NJD - #65 - Alexander Campbell),Philadelphia Flyers ,2019 2nd round pick (NJD - #34 - Bobby Brink)
33,"Jun. 22, 2019","Nashville Predators Acquire:Steven Santini · $1,416,666$1,416,666$1,500,000Jeremy Davies · $0$925,000$70,000 (AHL/JR)2019 2nd round pick (NJD - #34 - Bobby Brink)2020 2nd round pick (NJD - #37 - Marat Khusnutdinov)Sum: $1,416,666$2,341,666$1,570,000Change: -$7,583,334Change: -$6,658,334Change: +$1,570,000","New Jersey Devils Acquire:P.K. Subban · $9,000,000$9,000,000$10,000,000Sum: $9,000,000$9,000,000$10,000,000Change: +$7,583,334Change: +$6,658,334Change: +$10,000,000",Nashville Predators ,Steven Santini,New Jersey Devils ,P.K. Subban
34,"Jun. 22, 2019","Carolina Hurricanes Acquire:Patrick Marleau · $6,250,000$6,250,000$4,250,0002020 1st round pick (TOR - #13 - Seth Jarvis) [Conditional]*2020 7th round pick (TOR - #199 - Alexander Pashin)*Conditions: If the Leafs pick is top 10 in 2020, the Hurricanes will receive Toronto's 2021 1st round pick instead. Result: Carolina will receive Leafs 2020 1st round pick.Sum: $6,250,000$6,250,000$4,250,000Change: +$6,250,000Change: +$6,250,000Change: +$4,250,000","Toronto Maple Leafs Acquire:2020 6th round pick (CAR - #177 - Axel Rindell)Sum: $0$0$0Change: -$6,250,000Change: -$6,250,000Change: $0",Carolina Hurricanes ,Patrick Marleau,Toronto Maple Leafs ,2020 6th round pick (CAR - #177 - Axel Rindell)
35,"Jun. 21, 2019",Arizona Coyotes Acquire:2019 1st round pick (PHI - #11 - Victor Söderström)Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers Acquire:2019 1st round pick (ARI - #14 - Cam York)2019 2nd round pick (ARI - #45 - Egor Afanasyev)Sum: $0$0$0Change: $0Change: $0Change: $0,Arizona Coyotes ,2019 1st round pick (PHI - #11 - Victor Söderström),Philadelphia Flyers ,2019 1st round pick (ARI - #14 - Cam York)2019 2nd round pick (ARI - #45 - Egor Afanasyev)
36,"Jun. 18, 2019","Philadelphia Flyers Acquire:Justin Braun · $3,800,000$3,800,000$3,800,000Sum: $3,800,000$3,800,000$3,800,000Change: +$3,800,000Change: +$3,800,000Change: +$3,800,000","San Jose Sharks Acquire:2019 2nd round pick (PHI - #41 - Kaedan Korczak)2020 3rd round pick (PHI - #85 - Maxim Groshev)Sum: $0$0$0Change: -$3,800,000Change: -$3,800,000Change: $0",Philadelphia Flyers ,Justin Braun,San Jose Sharks ,2019 2nd round pick (PHI - #41 - Kaedan Korczak)2020 3rd round pick (PHI - #85 - Maxim Groshev)
37,"Jun. 17, 2019",New York Rangers Acquire:Jacob Trouba · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Winnipeg Jets Acquire:Neal Pionk · $0$0$0 (Signing Rights)2019 1st round pick (WPG - #20 - Ville Heinola)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers ,Jacob Trouba,Winnipeg Jets ,Neal Pionk
38,"Jun. 15, 2019","Chicago Blackhawks Acquire:Olli Määttä · $4,083,333$4,083,333$4,083,300Sum: $4,083,333$4,083,333$4,083,300Change: +$3,158,333Change: +$3,158,333Change: +$4,083,300","Pittsburgh Penguins Acquire:Dominik Kahun · $925,000$925,000$925,0002019 5th round pick (TBL - #151 - Aku Räty)Sum: $925,000$925,000$925,000Change: -$3,158,333Change: -$3,158,333Change: +$925,000",Chicago Blackhawks ,Olli Määttä,Pittsburgh Penguins ,Dominik Kahun
39,"Jun. 14, 2019","Nashville Predators Acquire:Connor Ingram · $0$759,167$70,000 (AHL/JR)Sum: $0$759,167$70,000Change: $0Change: +$759,167Change: +$70,000","Tampa Bay Lightning Acquire:2021 7th round pick (NSH - #211 - Robert Flinton)Sum: $0$0$0Change: $0Change: -$759,167Change: $0",Nashville Predators ,Connor Ingram,Tampa Bay Lightning ,2021 7th round pick (NSH - #211 - Robert Flinton)
40,"Jun. 14, 2019","Philadelphia Flyers Acquire:Matt Niskanen · $5,750,000$5,750,000$5,750,000Sum: $5,750,000$5,750,000$5,750,000Change: +$3,405,000Change: +$3,405,000Change: +$4,000,000","Washington Capitals Acquire:Radko Gudas ($1,005,000 retained - 30%) · $2,345,000$2,345,000$1,750,000Sum: $2,345,000$2,345,000$1,750,000Change: -$3,405,000Change: -$3,405,000Change: -$4,000,000",Philadelphia Flyers ,Matt Niskanen,Washington Capitals ,"Radko Gudas ($1,005,000 retained - 30%)"
41,"Jun. 3, 2019",Philadelphia Flyers Acquire:Kevin Hayes · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Winnipeg Jets Acquire:2019 5th round pick (PHI - #134 - Harrison Blaisdell)Sum: $0$0$0Change: $0Change: $0Change: $0,Philadelphia Flyers ,Kevin Hayes,Winnipeg Jets ,2019 5th round pick (PHI - #134 - Harrison Blaisdell)
42,30-May-19,Minnesota Wild Acquire:Fedor Gordeev · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,"Toronto Maple Leafs Acquire:2020 7th round pick (WPG - #195 - Wyatt Schingoethe) [Conditional]**Conditions: Minnesota must sign Gordeev to an entry-level contract prior to June 1, 2019 Result: Conditions met. Toronto receives the 2020 7th round pickSum: $0$0$0Change: $0Change: $0Change: $0",Minnesota Wild ,Fedor Gordeev,Toronto Maple Leafs ,"2020 7th round pick (WPG - #195 - Wyatt Schingoethe) [Conditional]**Conditions: Minnesota must sign Gordeev to an entry-level contract prior to June 1, 2019 Result: Conditions met. Toronto receives the 2020 7th round pick"
43,"Apr. 30, 2019","Carolina Hurricanes Acquire:2019 2nd round pick (NYR - #37 - Mads Søgaard)2020 2nd round pick (NYR - #41 - Noel Gunler) [Conditional]**Conditions: If Adam Fox plays in 30 games in the 2019-20 season, the 2020 3rd round pick will upgrade to a 2020 2nd round pick. Result: Adam Fox played in 30 games. The selection upgrades to a 2020 2nd round pickSum: $0$0$0Change: $0Change: $0Change: $0",New York Rangers Acquire:Adam Fox · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Carolina Hurricanes ,"2019 2nd round pick (NYR - #37 - Mads Søgaard)2020 2nd round pick (NYR - #41 - Noel Gunler) [Conditional]**Conditions: If Adam Fox plays in 30 games in the 2019-20 season, the 2020 3rd round pick will upgrade to a 2020 2nd round pick. Result: Adam Fox played in 30 games. The selection upgrades to a 2020 2nd round pick",New York Rangers ,Adam Fox
44,"Feb. 25, 2019","Anaheim Ducks Acquire:2019 6th round pick (STL - #186 - Mathew Hill)Sum: $0$0$0Change: -$2,250,000Change: -$2,250,000Change: $0","St. Louis Blues Acquire:Michael Del Zotto · $2,250,000$2,250,000$2,250,000Sum: $2,250,000$2,250,000$2,250,000Change: +$2,250,000Change: +$2,250,000Change: +$2,250,000",Anaheim Ducks ,2019 6th round pick (STL - #186 - Mathew Hill),St. Louis Blues ,Michael Del Zotto
45,"Feb. 25, 2019","Buffalo Sabres Acquire:2019 6th round pick (WPG - #175 - Karel Plasek)Sum: $0$0$0Change: -$2,400,000Change: -$2,400,000Change: $0","Winnipeg Jets Acquire:Nathan Beaulieu · $2,400,000$2,400,000$2,500,000Sum: $2,400,000$2,400,000$2,500,000Change: +$2,400,000Change: +$2,400,000Change: +$2,500,000",Buffalo Sabres ,2019 6th round pick (WPG - #175 - Karel Plasek),Winnipeg Jets ,Nathan Beaulieu
46,"Feb. 25, 2019","Florida Panthers Acquire:2021 7th round pick (WPG - #210 - Braden Haché)Sum: $0$0$0Change: -$925,000Change: -$925,000Change: $0","Winnipeg Jets Acquire:Bogdan Kiselevich · $925,000$925,000$925,000Sum: $925,000$925,000$925,000Change: +$925,000Change: +$925,000Change: +$925,000",Florida Panthers ,2021 7th round pick (WPG - #210 - Braden Haché),Winnipeg Jets ,Bogdan Kiselevich
47,"Feb. 25, 2019","Columbus Blue Jackets Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$725,000Change: $0","Winnipeg Jets Acquire:Alex Broadhurst · $0$725,000$275,000 (AHL/JR)Sum: $0$725,000$275,000Change: $0Change: +$725,000Change: +$275,000",Columbus Blue Jackets ,Future Considerations,Winnipeg Jets ,Alex Broadhurst
48,"Feb. 25, 2019","Florida Panthers Acquire:Jean-Sébastien Dea · $0$650,000$200,000 (AHL/JR)Sum: $0$650,000$200,000Change: $0Change: -$350,000Change: +$200,000","Pittsburgh Penguins Acquire:Chris Wideman · $0$1,000,000$1,000,000 (AHL/JR)Sum: $0$1,000,000$1,000,000Change: $0Change: +$350,000Change: +$1,000,000",Florida Panthers ,Jean-Sébastien Dea,Pittsburgh Penguins ,Chris Wideman
49,"Feb. 25, 2019","Minnesota Wild Acquire:2020 7th round pick (WPG - #195 - Wyatt Schingoethe)Sum: $0$0$0Change: -$700,000Change: -$700,000Change: $0","Winnipeg Jets Acquire:Matt Hendricks · $700,000$700,000$700,000Sum: $700,000$700,000$700,000Change: +$700,000Change: +$700,000Change: +$700,000",Minnesota Wild ,2020 7th round pick (WPG - #195 - Wyatt Schingoethe),Winnipeg Jets ,Matt Hendricks
50,"Feb. 25, 2019","Toronto Maple Leafs Acquire:Nicolas Petan · $874,125$874,125$874,125Sum: $874,125$874,125$874,125Change: -$50,875Change: -$50,875Change: +$874,125","Winnipeg Jets Acquire:Pär Lindholm · $925,000$925,000$925,000Sum: $925,000$925,000$925,000Change: +$50,875Change: +$50,875Change: +$925,000",Toronto Maple Leafs ,Nicolas Petan,Winnipeg Jets ,Pär Lindholm
51,"Feb. 25, 2019","San Jose Sharks Acquire:Jonathan Dahlén · $0$925,000$70,000 (AHL/JR)Sum: $0$925,000$70,000Change: $0Change: +$925,000Change: +$70,000","Vancouver Canucks Acquire:Linus Karlsson · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: $0Change: -$925,000Change: $0",San Jose Sharks ,Jonathan Dahlén,Vancouver Canucks ,Linus Karlsson
